SKU,Model,In_transit,Total_preorders,Stock,RSP,ETA_Almaty
4173490,Сетев. Насосная станция Einhell GC-WW 1250 NN (4173490),0,0,0,142800,
4173520,Сетев. Насосная станция Einhell GC-WW 1045 N (4173520),0,0,0,129200,
4173530,Сетев. Насосная станция Einhell GE-WW 1246 N FS (4173530),0,0,0,197200,
4173540,Сетев. Насосная станция Einhell GE-WW 1145 ECO (4173540),0,0,0,176800,
4173193,Сетев. Насосная станция Einhell GC-WW 6538 Set (4173193),0,0,0,95200,
4171372,Бенз. Насос Einhell GE-PW 46 (4171372),0,0,0,204000,
4190530,Бенз. Насос Einhell GC-PW 16 (4190530),0,0,0,156400,
4173764,Быстросоединитель Einhell Schnellverbinder (4173764),0,0,0,6800,
4174230,Переключатель потока (электрический) Einhell flow switch (electric) (4174230),0,0,0,54400,
4173801,Предварительный фильтр 12 см Einhell Vorfilter 12 cm (4173801),0,0,0,24400,
4173851,Предварительный фильтр 25 см Einhell Vorfilter 25 cm (4173851),0,0,0,28500,
4173630,"Вакуумный шланг 4 м, латунь Einhell Saugschlauch 4 m Messing (4173630)",0,0,0,33300,
4173635,"Вакуумный шланг 4 м, пластик Einhell Saugschlauch 4 m Kunststoff (4173635)",0,0,0,19000,
4173640,"Вакуумный шланг 7 м, латунь Einhell Saugschlauch 7 m Messing (4173640)",0,0,0,40800,
4173645,"Вакуумный шланг 7 м, пластик Einhell Saugschlauch 7 m Kunststoff (4173645)",0,0,0,24400,
4173760,"Адаптер 33,3 мм (1"") IG Einhell Adapter 33,3 mm (1"") IG (4173760)",0,0,0,2300,
4173761,"Адаптер 33,3 мм (1"") AG Einhell Adapter 33,3 mm (1"") AG (4173761)",0,0,0,2300,
4173762,Набор аксессуаров с давлением (OFP) Einhell accessory set pressure side (OFP) (4173762),0,0,0,29200,
4173763,Набор аксессуаров для всасывания и давления (OFP) Einhell accessory set suction & press (OFP) (4173763),0,0,0,40800,
4170715,Сетев. Насос для чистой воды Einhell GE-SP 4390 LL ECO (4170715),0,0,0,54400,
4171440,Сетев. Насос для чистой воды Einhell GE-SP 4390 N-A LL ECO (4171440),0,0,0,68000,
4181520,Сетев. Насос для чистой воды Einhell GC-SP 2275 (4181520),0,0,0,34000,
4170425,Сетев. Глубинный насос Einhell GE-PP 5555 RB-A (4170425),0,0,0,85000,
4170438,Сетев. Глубинный насос Einhell GE-SP 3546 RB (4170438),0,0,0,51000,
4170442,Сетев. Погружной насос Einhell GC-SP 2768 (4170442),0,0,0,37400,
4170445,Сетев. Насос для чистой воды Einhell GC-SP 3580 LL (4170445),0,0,0,39400,
4170964,Сетев. Погружной насос Einhell GC-PP 900 N (4170964),0,0,0,102000,
4171430,Сетев. Погружной насос Einhell GE-PP 1100 N-A (4171430),0,0,0,170000,
4170937,Сетев. Глубинный насос Einhell GE-DW 1155 N-A (4170937),0,0,0,217600,
4170944,Сетев. Глубинный насос Einhell GC-DW 1300 N (4170944),0,0,1,204000,
4170955,Сетев. Глубинный насос Einhell GC-DW 1045 N (4170955),0,0,1,163200,
4170491,Сетев. Насос для грязной воды Einhell GC-DP 6315 N (4170491),0,0,0,51000,
4170700,Сетев. Насос для грязной воды Einhell GE-DP 7935 N ECO (4170700),0,0,0,104000,
4170710,Сетев. Насос для грязной воды Einhell GE-DP 3925 ECO (4170710),0,0,0,54400,
4170742,Сетев. Насос для грязной воды Einhell GC-DP 1340 G (4170742),0,0,0,170000,
4170773,Сетев. Насос для грязной воды Einhell GC-DP 1020 N (4170773),0,0,0,71400,
4170778,Сетев. Насос для грязной воды Einhell GC-DP 9035 N (4170778),0,0,0,61200,
4170780,Сетев. Насос для грязной воды Einhell GE-DP 5220 LL ECO (4170780),0,0,0,66600,
4170790,Сетев. Насос для грязной воды Einhell GE-DP 7330 LL ECO (4170790),0,0,0,81600,
4171421,Сетев. Насос для грязной воды Einhell GC-DP 5010 G (4171421),0,0,0,108800,
4171450,Сетев. Насос для грязной воды Einhell GE-DP 6935 A ECO (4171450),0,0,0,81600,
4171460,Сетев. Насос для грязной воды Einhell GE-DP 7935 N-A ECO (4171460),0,0,0,95200,
4171465,Сетев. Насос для грязной воды Einhell GE-DP 7935 N-A LL ECO (4171465),0,0,0,102000,
4181510,Сетев. Насос для грязной воды Einhell GC-DP 9040 N (4181510),0,0,0,81600,
4181550,Сетев. Насос для грязной воды Einhell GE-DP 900 Cut (4181550),0,0,0,136000,
4181570,Сетев. Насос для грязной воды Einhell GC-DP 7035 LL (4181570),0,0,0,59100,
4181600,Сетев. Насос для грязной воды Einhell GE-DP 7535 N LL ECO (4181600),0,0,0,74800,
1091511,Пусковое устройство Einhell CE-JS 8/1 (1091511),0,0,0,68000,
1091521,Пусковое устройство Einhell CE-JS 12/1 (1091521),0,0,1,81600,
1091531,Пусковое устройство Einhell CE-JS 18/1 (1091531),0,0,0,115600,
1002205,Зарядное устройство для автомобильного аккумулятора Einhell CE-BC 1 M (1002205),0,0,0,14900,
1002215,Зарядное устройство для автомобильного аккумулятора Einhell CE-BC 2 M (1002215),0,0,0,20400,
1002225,Зарядное устройство для автомобильного аккумулятора Einhell CE-BC 4 M (1002225),-5,0,11,25800,
1002235,Зарядное устройство для автомобильного аккумулятора Einhell CE-BC 6 M (1002235),0,0,0,34000,
1002245,Зарядное устройство для автомобильного аккумулятора Einhell CE-BC 10 M (1002245),0,0,0,47600,
1002251,Зарядное устройство для автомобильного аккумулятора Einhell CE-BC 5 M LiFePO4 (1002251),0,0,0,37400,
1002265,Зарядное устройство для автомобильного аккумулятора Einhell CE-BC 15 M (1002265),0,0,0,88400,
1002275,Зарядное устройство для автомобильного аккумулятора Einhell CE-BC 30 M (1002275),0,0,0,136000,
1023121,Зарядное устройство для автомобильного аккумулятора Einhell CC-BC 8 (1023121),0,0,0,23800,
1050821,Зарядное устройство для автомобильного аккумулятора Einhell CC-BC 10 E (1050821),0,0,0,27200,
1056121,Зарядное устройство для автомобильного аккумулятора Einhell CC-BC 5 (1056121),0,0,0,17000,
2030335,Стартовые провода Einhell BT-BO 16/1 A (2030335),0,0,0,10200,
2030345,Стартовые провода Einhell BT-BO 25/1 A (2030345),0,0,0,13600,
2030365,Стартовые провода Einhell BT-BO 25/1 A LED SP (2030365),0,0,45,18300,
2093173,Сетев. Полировальная машина Einhell CC-PO 90 (2093173),0,0,0,23800,
2093264,Сетев. Полировальная машина Einhell CC-PO 1100/1 E (2093264),-20,50,0,54400,
2093275,Сетев. Полировальная машина Einhell CC-PO 1100/150 E (2093275),0,0,0,51000,
2093245,"Набор для полировки/шлифовки, 150 мм, Пластина Einhell Polish/grinding set150mm Plate (2093245)",0,0,0,16300,
2093246,"Набор для полировки/шлифовки, 150 мм Einhell Polishing/grinding set 150mm (2093246)",0,0,0,14900,
2048312,Сетев. Гайковерт Einhell CC-HS 12/1 (2048312),0,0,0,39400,
2048313,Сетев. Гайковерт Einhell CC-HS 12/2 (2048313),0,0,0,32600,
2048304,Сетев. Гайковерт Einhell CC-IW 450 (2048304),-10,0,19,40800,
4259951,Сетев. Гайковерт Einhell CC-IW 950/1 (4259951),-10,0,0,51000,
2072121,Сетев. Компрессор Einhell CC-AC 35/10 12V (2072121),0,0,0,27200,
2330111,Сетев. Тепловая пушка Einhell HGG 110/1 Niro (DE/AT) (2330111),-10,0,0,68000,
2330435,Сетев. Тепловая пушка Einhell HGG 171 Niro (DE/AT) (2330435),0,0,0,81600,
2330910,Сетев. Тепловая пушка Einhell HGG 300 Niro (DE/AT) (2330910),-5,0,0,95200,
2330920,Сетев. Тепловая пушка Einhell HGG 200 Niro Vario (DE/AT) (2330920),0,0,0,115600,
2332330,Газов. Керамический обогреватель Einhell KGH 4200 (DE/AT) (2332330),0,0,0,88400,
2333110,Газов. Обогреватель Einhell GS 4400 (DE/AT) (2333110),0,0,2,28400,
2333120,Газов. Обогреватель Einhell GS 4400 P (DE/AT) (2333120),0,0,2,28400,
2332351,Газов. Обогреватель Einhell BFO 4200/1 (DE/AT) (2332351),0,0,0,88400,
2332399,Внутренний регулятор 5 мбар для газовых приборов Einhell Indoor regulator 50mbar (2332399),0,0,0,27200,
4340455,Аккум. Настольная пила Einhell TE-TS 36/8 T Li-Solo (4340455),0,0,0,177000,
4512159,Зарядное устройство в комплекте Einhell 4Ah PLUS PXC Starter Kit (4512159),0,0,137,55100,
4512147,"Зарядное устройство в комплекте Einhell 5,2 Ah PXC Starter-Kit (4512147)",0,0,0,66400,
4514316,"Аккум. Ударный Шуруповерт Einhell TP-CD 18/70 Li-i BL (2x2,0Ah) (4514316)",0,0,0,124500,
4514306,"Аккум. Ударный Шуруповерт Einhell TP-CD 18/80 Li-i BL (2x2,0Ah) (4514306)",0,0,0,131100,
4510085,Аккум. Винтоверт Einhell TP-CI 18/220 Li BL - Solo (4510085),0,56,43,66200,
4140135,Аккум. Мойка высокого давления Einhell HYPRESSO 18/24-1 - Solo (4140135),0,52,7,91700,
4465150,Сетев. Реноватор Einhell TE-MG 300 EQ (4465150),-10,0,0,55700,
4513595,"Аккум. Комплект инструментов (Шуруповерт + Насадки) Einhell TE-CD 12/1 3X-Li (1x2,0 Ah) (4513595)",-100,0,0,60900,
2270119,Нивелир Einhell TE-LL 360 G (2270119),-30,0,0,89100,
2270109,Нивелир Einhell TC-LL 2 G (2270109),0,0,0,36700,
4340431,Сетев. Настольная пила Einhell TE-TS 10 T (4340431),0,0,0,187400,
4308009,Сетев. Стационарная ленточная пила Einhell TC-SB 200/1 (4308009),0,0,0,114700,
4419952,Сетев. Стационарный рубанок Einhell TC-SP 204/2 (4419952),0,0,0,239200,
3411219,"Аккум. Триммер Einhell GE-CT 18 Li (1x 2,5Ah) (3411219)",0,0,0,74000,
4257992,Сетев. Перфоратор SDS-Plus Einhell TC-RH 620 4F Kit (4257992),0,0,46,64900,
4258478,Сетев. Перфоратор SDS-Plus Einhell TC-RH 1600 (4258478),0,50,63,78600,
4258565,Сетев. Строительный миксер Einhell TP-MX 1700-2 CE (4258565),0,50,19,98300,
4261010,Аккум. Шуруповерт для гипсокартона Einhell TP-DY 18 Li BL - Solo (4261010),0,0,32,78600,
4261012,Аккум. Шуруповерт для гипсокартона Einhell TP-DY 18 Li BL +Magazine (4261012),0,0,0,98900,
4321270,Аккум. Лобзик Einhell TE-JS 18/100 Li - Solo (4321270),0,0,47,53100,
4326315,Аккум. Сабельная пила Einhell TE-AP 18/13 Li - Solo (4326315),0,54,50,45900,
4331225,Аккум. Циркулярная пила Einhell TP-CS 18/165 Li BL - Solo (4331225),0,0,63,99600,
4350800,Аккум. Штроборез Einhell TP-MA 36/30 Li BL - Solo (4350800),0,0,11,178900,
4419380,Сетев. Гравер Einhell TC-MT 150 E (4419380),0,0,89,40600,
4419925,Сетев. Рейсмусовый станок Einhell TE-SP 330 (4419925),0,0,12,340800,
4430985,Сетев. Углошлифмашина Einhell TE-AG 125/1010 (4430985),0,0,1,40000,
4431175,Аккум. Углошлифмашина Einhell TP-AG 18/125 F Li BL - Solo (4431175),0,52,37,85200,
4514148,USB-адаптер Einhell TC-CP 18 Li USB A/C-Solo (4514148),0,0,113,13100,
4514180,Аккум. Фонарь Einhell TE-CL 18/1000 S Li - Solo (4514180),0,0,21,36700,
4514315,Аккум. Ударный Шуруповерт Einhell TP-CD 18/70 Li-i BL - Solo (4514315),0,120,49,68800,
4514320,Аккум. Трещоточный ключ Einhell TE-RW 18/60 Li-Solo (4514320),64,0,49,39300,16.12.2025
4326300_4512097,Аккум. Сабельная пила TE-AP 18/22 Li + 1 аккум. и зарядное устройство Einhell (4326300_4512097),0,0,0,51600,
2347120_4512097,Аккум. Пылесос TE-VC 18 Li + 1 аккум. и зарядное устройство Einhell (2347120_4512097),0,0,0,45900,
4513812_4512097,Аккум. Перфоратор SDS-Plus TE-HD 18 Li + 1 аккум. и зарядное устройство Einhell (4513812_4512097),0,0,0,52900,
3437100_4512097,Аккум. Очиститель окон BRILLIANTO + 1 аккум. и зарядное устройство Einhell (3437100_4512097),0,0,0,53900,
3411212_4512097,Аккум. Триммер GE-CT 18/28 Li TC + 1 аккум. и зарядное устройство Einhell (3411212_4512097),0,0,0,102200,
3410642_4512097,Аккум. Кусторез GC-CH 1846 Li + 1 аккум. и зарядное устройство Einhell (3410642_4512097),0,0,0,67700,
4460725_4512097,Аккум. Виброшлифмашина TC-OS 18/187 Li + 1 аккум. и зарядное устройство Einhell (4460725_4512097),0,0,0,41700,
3425240_4512097,Аккум. Распылитель GE-WS 18/10 Li + 1 аккум. и зарядное устройство Einhell (3425240_4512097),0,0,0,50500,
4465170_4512097,Аккум. Реноватор TC-MG 18 Li + 1 аккум. и зарядное устройство Einhell (4465170_4512097),0,0,0,43600,
3410920_4512097,Аккум. Кусторез ARCURRA 18/55 + 1 аккум. и зарядное устройство Einhell (3410920_4512097),0,0,0,81500,
4514290_4512097,Аккум. Угловой шуруповерт TE-AD 18 Li + 1 аккум. и зарядное устройство Einhell (4514290_4512097),0,0,0,53900,
4350412_4512042,Аккум. Фрезер TP-ET 18 Li BL + 1 аккум. и зарядное устройство Einhell (4350412_4512042),0,0,0,103400,
3410930_4512042,Аккум. Кусторез GE-CH 18/60 Li + 1 аккум. и зарядное устройство Einhell (3410930_4512042),0,0,0,103400,
3410382_4512097,Аккум. Ножницы для травы GC-CG 18/1 Li + 1 аккум. и зарядное устройство Einhell (3410382_4512097),0,0,0,40100,
3415410_4512097,Аккум. Разбрасыватель семян GE-US 18 Li + 1 аккум. и зарядное устройство Einhell (3415410_4512097),0,0,0,47000,
3425220_4512097,Аккум. Распылитель GE-WS 18/75 Li + 1 аккум. и зарядное устройство Einhell (3425220_4512097),0,0,0,74600,
4461000_4512097,Аккум. Ленточная шлифмашина TE-BF 18 Li + 1 аккум. и зарядное устройство Einhell (4461000_4512097),0,0,0,85000,
4419360_4512097,Аккум. Гравер TE-MT 18/34 Li + 1 аккум. и зарядное устройство Einhell (4419360_4512097),0,0,0,71200,
3410940_4512097,Аккум. Кусторез GC-CH 18/40 Li + 1 аккум. и зарядное устройство Einhell (3410940_4512097),0,0,0,53900,
3413266_4512042,Аккум. Газонокосилка GE-CM 18/33 Li + 1 аккум. и зарядное устройство Einhell (3413266_4512042),0,0,0,131000,
4514195,Аккум. Фонарь Einhell TC-CL 18/350 Li HSolo (4514195),0,0,0,28600,
2347415,Сетев. Пылесос Einhell TC-VC 2045 (2347415),0,0,0,56400,
2347440,Сетев. Пылесос Einhell TE-VC 3080 SACL (2347440),0,0,0,154500,
2347410,Сетев. Пылесос Einhell TC-VC 2045 S (2347410),0,0,0,54100,
2347445,Сетев. Пылесос Einhell TE-VC 4090 SACL (2347445),0,0,0,170000,
2347450,Сетев. Пылесос Einhell TE-VC 5090 SACL (2347450),0,50,0,193200,
2347430,Сетев. Пылесос Einhell TC-VC 3055 A (2347430),0,50,0,88800,
4173773,Аккум. Катушка с поливным шлангом Einhell GE-HR 18/30-1 Li-Solo (4173773),0,0,9,162300,
4173774,Аккум. Катушка без поливного шланга Einhell GE-HR 18/30-1 WH Li-Solo (4173774),0,0,0,131300,
4540036,Сумка для инструментов Einhell E-Case Bag (4540036),0,0,3,38600,
3411340,Аккум. Коса Einhell GP-BC 36/430 Li BL-Solo (3411340),0,0,36,199900,
4514335,Аккум. Шуруповерт Einhell TP-CD 18/70-C Li BL - Solo (4514335),0,0,0,0,
4432000,Аккум. Отрезная машина Einhell TP-CO 18/76-C Li BL - Solo (4432000),0,0,26,65000,
4540037,Ящик для инструментов Einhell E-Case Toolbox (4540037),0,0,0,0,
4502076,Пильный диск Einhell TCT SAWBL.M-THIN 165x20 24T-P (4502076),0,0,0,0,
3408320,Аккум. Секатор Einhell GP-LS 18/28 Li BL-Solo (3408320),0,0,0,0,
11620,Детектор электрических проводов/металла/дерева kwb by Einhell (11620),0,0,11,14400,
11890,Влагомер для древесины и строительных материалов kwb by Einhell (11890),0,0,14,21900,
12100,Влагомер для древесины и строительных материалов kwb by Einhell (12100),0,0,13,16500,
14910,Хобби-нож ручка kwb by Einhell (14910),0,0,11,4800,
14920,Хобби-нож ручка с 6 лезвиями kwb by Einhell (14920),0,0,9,4500,
16620,Нож для отдыха с 4 битами отверток kwb by Einhell (16620),0,0,0,10600,
20300,"Обрезной нож с двойным лезвием, 6 лезвий kwb by Einhell (20300)",0,0,9,13400,
20310,"Лезвия для обрезного ножа, 6 шт. kwb by Einhell (20310)",0,0,9,6500,
23730,"Лезвия для ремесленных ножей, 30 шт., в банке kwb by Einhell (23730)",0,0,10,1600,
25410,Универсальный нож для зачистки проводов kwb by Einhell (25410),0,0,15,12800,
29100,"Деревянные шканты (бисквиты), 55x8x4, 50 шт. kwb by Einhell (29100)",0,0,0,3000,
29110,"Деревянные шканты (бисквиты), 65x10x4, 50 шт. kwb by Einhell (29110)",0,0,0,3100,
29120,"Деревянные шканты (бисквиты), 65x12x4, 50 шт. kwb by Einhell (29120)",0,0,0,3300,
44300,"Набор сверл для камня, 3-8 мм, 5 шт., в коробке kwb by Einhell (44300)",0,0,1,7300,
51600,"Набор сверл по твердой керамике, 3 шт., SB kwb by Einhell (51600)",0,0,0,11000,
52630,"Сверло HARDCUT, 3,0 мм kwb by Einhell (52630)",0,0,106,3200,
52640,"Сверло HARDCUT, 4,0 мм kwb by Einhell (52640)",0,0,106,3400,
52650,"Сверло HARDCUT, 5,0 мм kwb by Einhell (52650)",0,0,104,3400,
52660,"Сверло HARDCUT, 6,0 мм kwb by Einhell (52660)",0,0,105,4000,
52680,"Сверло HARDCUT, 8,0 мм kwb by Einhell (52680)",0,0,107,4700,
52700,"Сверло HARDCUT, 10,0 мм kwb by Einhell (52700)",0,0,107,5900,
52720,"Сверло HARDCUT, 12,0 мм kwb by Einhell (52720)",0,0,0,7300,
52800,"Набор сверл HARDCUT, 5-10 мм, 4 шт., в коробке kwb by Einhell (52800)",0,0,12,11700,
61400,Угломер kwb by Einhell (61400),0,0,30,9500,
62500,Уровень для столбов kwb by Einhell (62500),0,0,0,1500,
65710,Подвесной уровень 78 мм kwb by Einhell (65710),0,0,6,2900,
65800,Пластиковый транспортир kwb by Einhell (65800),0,0,20,2700,
67250,"Комбинированный угольник, 250 мм kwb by Einhell (67250)",0,0,8,13300,
67300,"Комбинированный угольник, 300 мм kwb by Einhell (67300)",0,0,10,13900,
67430,"Строительный угольник, 300 мм, Pro kwb by Einhell (67430)",0,0,6,9100,
67450,"Строительный угольник, 500 мм, Pro kwb by Einhell (67450)",0,0,4,11500,
89500,"Стальная вата, 200 г, мелкая, номер 00 kwb by Einhell (89500)",0,0,10,4100,
89510,"Стальная вата, 200 г, средняя, номер 01 kwb by Einhell (89510)",0,0,0,3700,
89530,"Стальная вата, 200 г, крупная, номер 03 kwb by Einhell (89530)",0,0,0,3200,
89560,"Стальная вата, 200 г, сверхмелкая, номер 000 kwb by Einhell (89560)",0,0,14,4500,
89600,"Стальная вата из нержавеющей стали, 150 г, мелкая, номер 000 kwb by Einhell (89600)",0,0,15,10300,
90690,Цифровой штангенциркуль 0-150 мм kwb by Einhell (90690),0,0,2,16500,
91000,Прецизионный штангенциркуль kwb by Einhell (91000),0,0,1,22500,
91700,"Прецизионный штангенциркуль, 215 мм, в чехле kwb by Einhell (91700)",0,0,2,21300,
92090,"Штангенциркуль, 150 мм kwb by Einhell (92090)",0,0,1,11700,
92100,Глубиномер 0-100 мм kwb by Einhell (92100),0,0,10,10000,
92300,Разметочный нож со складной линейкой kwb by Einhell (92300),0,0,1,3800,
92400,"Уровень со складной линейкой, 1 м kwb by Einhell (92400)",0,0,2,4700,
100100,Держатель бит Edel. 1/4”x 75 мм SB kwb by Einhell (100100),0,0,10,4700,
100200,Держатель бит Triple Fix 1/4” SB kwb by Einhell (100200),0,0,8,14400,
100300,Быстросменный держатель бит 1/4” SB kwb by Einhell (100300),0,0,9,8600,
100400,"Быстросменный адаптер для бит 1/4"" kwb by Einhell (100400)",0,0,12,3800,
100500,Магнитный держатель бит Impact kwb by Einhell (100500),0,0,9,9400,
100715,Удлинённый держатель бит 1/4”x 150 мм kwb by Einhell (100715),0,0,11,4400,
100730,Удлинённый держатель бит 1/4”x 300 мм kwb by Einhell (100730),0,0,13,7600,
100820,"Магнитный держатель для бит, 300 мм, 1/4"" kwb by Einhell (100820)",0,0,10,3800,
100900,Держатель бит Quick Flip 1/4” SB kwb by Einhell (100900),0,0,77,6200,
105000,Торцовая головка с бит-адаптером 30 мм SB kwb by Einhell (105000),0,0,9,2700,
105110,"Набор торцевых головок и адаптер, 50 мм kwb by Einhell (105110) kwb by Einhell (105110)",0,0,11,2700,
105210,"Набор адаптеров, 2 шт., 1/4, 30+50 мм SB kwb by Einhell (105210)",0,0,7,1700,
108709,"Набор бит и сверл, 18 шт., S-Box kwb by Einhell (108709)",0,0,0,8700,
108743,"Набор сверл по камню, 10 шт., S-Box kwb by Einhell (108743)",0,0,0,6300,
108753,"Набор бит и сверл по камню, 33 шт., M-Box kwb by Einhell (108753)",0,0,0,11300,
108759,"Набор бит и смешанных сверл, 39 шт., M-Box kwb by Einhell (108759)",0,0,0,13300,
108763,"Набор бит и универсальных сверл, 39 шт., M-Box kwb by Einhell (108763)",0,0,0,13800,
108773,"Набор бит и сверл по металлу, 39 шт., M-Box kwb by Einhell (108773)",0,0,0,13000,
108953,"Набор сверл M-Case, 16 шт., LS kwb by Einhell (108953)",0,0,0,8600,
109053,"Набор L-Case, 40 шт., LS kwb by Einhell (109053)",0,0,0,15900,
116210,"Трещоточная отвертка, 3-в-1 kwb by Einhell (116210)",0,0,13,5200,
118100,Угловая отвертка kwb by Einhell (118100),0,0,89,6000,
118410,"Угловая насадка для бит и сверл, 90 градусов kwb by Einhell (118410)",0,0,89,12000,
118683,"Набор бит XS-Case, 21 шт., LS kwb by Einhell (118683)",0,0,0,11800,
118693,"Набор бит XS-Case, 32 шт., LS kwb by Einhell (118693)",0,0,0,7200,
118903,"Набор бит M-Case, 33 шт., LS kwb by Einhell (118903)",0,0,0,11100,
118973,"Набор бит M-Case, 16 шт., LS kwb by Einhell (118973)",0,0,0,9200,
119390,"Набор бит и головок с Т-образной рукояткой, 21 шт. kwb by Einhell (119390) kwb by Einhell (119390)",0,0,6,4700,
120940,Предварительное сверло Ph2/1.5 мм kwb by Einhell (120940),0,0,88,6200,
142400,Двухполюсной тестер напряжения kwb by Einhell (142400),0,0,13,17600,
143100,"Тестер напряжения с отверткой, CE-TUEV 150 kwb by Einhell (143100)",0,0,0,2200,
143200,"Тестер напряжения с отверткой, CE-TUEV 190 kwb by Einhell (143200)",0,0,0,2400,
149500,Зенковка kwb by Einhell (149500),0,0,91,5200,
175440,"Регулируемое сверло, 15-45 мм kwb by Einhell (175440)",0,0,11,14000,
242138,"Бур 8,0x210 мм HB44 kwb by Einhell (242138)",0,0,0,3300,
242140,"Бур 10,0x210 мм HB44 kwb by Einhell (242140)",0,0,0,4000,
242640,"Бур 10,0x260 мм HB44 kwb by Einhell (242640)",0,0,0,4400,
247210,"Зубило SDS, пиковое, 250 мм kwb by Einhell (247210)",0,0,13,7300,
247302,Зубило SDS 20x250 мм kwb by Einhell (247302),0,0,12,7300,
247304,Зубило SDS 40x250 мм kwb by Einhell (247304),0,0,9,9500,
248920,"Набор сверл HSS-CO в коробке, 1-10 мм, 19 шт. kwb by Einhell (248920)",0,0,1,24100,
258610,"Сверло HI-NOX HSS M2 для металла 1 мм, в блистере kwb by Einhell (258610)",0,0,0,1600,
258615,"Сверло HI-NOX HSS M2 для металла 1,5 мм, в блистере kwb by Einhell (258615)",0,0,91,1600,
258620,"Сверло HI-NOX HSS M2 для металла 2 мм, в блистере kwb by Einhell (258620)",0,0,91,1600,
258625,"Сверло HI-NOX HSS M2 для металла 2,5 мм, в блистере kwb by Einhell (258625)",0,0,91,1600,
258630,"Сверло HI-NOX HSS M2 для металла 3 мм, в блистере kwb by Einhell (258630)",0,0,91,1200,
258632,"Сверло HI-NOX HSS M2 для металла 3,2 мм, в блистере kwb by Einhell (258632)",0,0,91,1700,
258633,"Сверло HI-NOX HSS M2 для металла 3,3 мм, в блистере kwb by Einhell (258633)",0,0,91,1700,
258635,"Сверло HI-NOX HSS M2 для металла 3,5 мм, в блистере kwb by Einhell (258635)",0,0,89,1800,
258640,"Сверло HI-NOX HSS M2 для металла 4 мм, в блистере kwb by Einhell (258640)",0,0,90,1800,
258642,"Сверло HI-NOX HSS M2 для металла 4,2 мм, в блистере kwb by Einhell (258642)",0,0,91,2100,
258645,"Сверло HI-NOX HSS M2 для металла 4,5 мм, в блистере kwb by Einhell (258645)",0,0,91,2200,
258648,"Сверло HI-NOX HSS M2 для металла 4,8 мм, в блистере kwb by Einhell (258648)",0,0,89,2300,
258650,"Сверло HI-NOX HSS M2 для металла 5 мм, в блистере kwb by Einhell (258650)",0,0,91,2400,
258655,"Сверло HI-NOX HSS M2 для металла 5,5 мм, в блистере kwb by Einhell (258655)",0,0,89,2500,
258660,"Сверло HI-NOX HSS M2 для металла 6 мм, в блистере kwb by Einhell (258660)",0,0,91,2700,
258665,"Сверло HI-NOX HSS M2 для металла 6,5 мм, в блистере kwb by Einhell (258665)",0,0,91,3200,
258668,"Сверло HI-NOX HSS M2 для металла 6,8 мм, в блистере kwb by Einhell (258668)",0,0,91,3200,
258670,"Сверло HI-NOX HSS M2 для металла 7 мм, в блистере kwb by Einhell (258670)",0,0,150,3700,
258675,"Сверло HI-NOX HSS M2 для металла 7,5 мм, в блистере kwb by Einhell (258675)",0,0,149,4000,
258680,"Сверло HI-NOX HSS M2 для металла 8 мм, в блистере kwb by Einhell (258680)",0,0,147,4700,
258685,"Сверло HI-NOX HSS M2 для металла 8,5 мм, в блистере kwb by Einhell (258685)",0,0,149,5200,
258690,"Сверло HI-NOX HSS M2 для металла 9 мм, в блистере kwb by Einhell (258690)",0,0,151,5500,
258700,"Сверло HI-NOX HSS M2 для металла 10 мм, в блистере kwb by Einhell (258700)",0,0,151,6500,
258710,"Сверло HI-NOX HSS M2 для металла 11 мм, в блистере kwb by Einhell (258710)",0,0,108,9200,
258720,"Сверло HI-NOX HSS M2 для металла 12 мм, в блистере kwb by Einhell (258720)",0,0,111,10200,
258730,"Сверло HI-NOX HSS M2 для металла 13 мм, в блистере kwb by Einhell (258730)",0,0,108,9000,
258819,"Набор сверл HI-NOX HSS, 19 шт. kwb by Einhell (258819)",0,0,8,39800,
260008,Сверло ударное HB4X 8 X 110 kwb by Einhell (260008),0,0,0,3700,
260208,Сверло ударное HB4X 8 X 210 kwb by Einhell (260208),0,0,0,5200,
260210,Сверло ударное HB4X 10 X 210 kwb by Einhell (260210),0,0,2,5900,
292500,"Патрон для сверла HEX, 6,5 мм, 1/4'' kwb by Einhell (292500)",0,0,3,3400,
292600,"Патрон для сверла HEX, 6,5 мм, 1/4'', в упаковке kwb by Einhell (292600)",0,0,11,7700,
304514,"Японская пила 300 мм, 14 зубцов kwb by Einhell (304514)",0,0,15,27400,
304515,"Японская пила 240 мм, 15 зубцов kwb by Einhell (304515)",0,0,13,25500,
304517,"Японская пила 270 мм, 17 зубцов kwb by Einhell (304517)",0,0,15,29400,
304615,Японская пила 240 мм kwb by Einhell (304615),0,0,13,26300,
314426,"Прорезная пила, прямая, 250 мм kwb by Einhell (314426)",0,0,9,4400,
367850,"Клещи переставные с фиксируемыми челюстями, в упаковке kwb by Einhell (367850) kwb by Einhell (367850)",0,0,13,5000,
401310,"Пластиковый съемник изоляции, в упаковке kwb by Einhell (401310)",0,0,15,24900,
402200,"Плоскогубцы для многожильных кабелей 140 мм, в упаковке kwb by Einhell (402200)",0,0,10,33800,
421102,"Сверло HSS 1/4"", HEX, 2 мм, в упаковке kwb by Einhell (421102)",0,0,89,900,
